INTERCLASSE;CODE_UN;CODICIONE;NOME_CORSO;COD_CLASSE;DES_CLASSE;ID_COMUNE;COMUNE;ID_REGIONE_MACRO_ISTAT;REGIONE_MACRO_ISTAT;ID_CLASSE;DURATA;ID_ANNO_ACCADEMICO;CODICE;DESCRIZIONE;NUMERATORE;DENOMINATORE;INDICATORE;NUMERATORE_ITA;DENOMINATORE_ITA;INDICATORE_ITA;NUMERATORE_ITA_T;DENOMINATORE_ITA_T;INDICATORE_ITA_T;NUMERATORE_CODE_UN;DENOMINATORE_CODE_UN;INDICATORE_CODE_UN;NUMERATORE_MACROREGIONE;DENOMINATORE_MACROREGIONE;INDICATORE_MACROREGIONE;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC19BIS;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo B sul totale delle ore di docenza erogata;1504;1920;,7833333333333333333333333333333333333333;1686,875;2031,045833333333333333333333333333333333;,830545018883949361063983867096385072551;0;0;0;796;1004;,7928286852589641434262948207171314741036;1512,058823529411764705882352941176470588;1807,117647058823529411764705882352941176;,8367240649718433644738127014094593274959;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC19TER;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo A e B sul totale delle ore di docenza;1764;1920;,91875;1799,375;2031,045833333333333333333333333333333333;,8859352016920675103754018352613903756482;0;0;0;900;1004;,8964143426294820717131474103585657370518;1653,529411764705882352941176470588235294;1807,117647058823529411764705882352941176;,9150092770417629634452003515510562807202;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC21;Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**;87;94;,9255319148936170212765957446808510638298;108,755102040816326530612244897959183673;127;,8563393861481600514221436606138518399449;0;0;0;64;84;,7619047619047619047619047619047619047619;90,82352941176470588235294117647058823529;112,411764705882352941176470588235294118;,8079539508110936682365253793825222396625;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC22;Percentuale di immatricolati (L  LM  LMCU) che si laureano, nel CdS, entro la durata normale del corso** ;8;98;,0816326530612244897959183673469387755102;38,77551020408163265306122448979591836735;143,979591836734693877551020408163265306;,269312544294826364280652019844082211198;0;0;0;8;84;,0952380952380952380952380952380952380952;20,11764705882352941176470588235294117647;114,823529411764705882352941176470588235;,1752049180327868852459016393442622950824;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC23;Percentuale di immatricolati (L  LM  LMCU) che proseguono la carriera al secondo anno in un differente CdS dellAteneo **;31;94;,3297872340425531914893617021276595744681;23,42857142857142857142857142857142857143;127;,1844769403824521934758155230596175478065;0;0;0;42;84;,5;24,35294117647058823529411764705882352941;112,411764705882352941176470588235294118;,2166405023547880690737833594976452119302;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC24;Percentuale di abbandoni del CdS dopo N+1 anni**;53;73;,726027397260273972602739726027397260274;74,55102040816326530612244897959183673469;136,836734693877551020408163265306122449;,5448173005219985085756897837434750186427;0;0;0;80;93;,8602150537634408602150537634408602150538;62,29411764705882352941176470588235294118;103,764705882352941176470588235294117647;,600340136054421768707482993197278911565;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC25;Percentuale di laureandi complessivamente soddisfatti del CdS;40;45;,8888888888888888888888888888888888888889;57,6326530612244897959183673469387755102;62,69387755102040816326530612244897959184;,9192708333333333333333333333333333333332;0;0;0;4;5;,8;37;39,82352941176470588235294117647058823529;,9290989660265878877400295420974889217135;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC27;Rapporto studenti iscritti/docenti complessivo (pesato per le ore di docenza);317;16;19,8125;384,458333333333333333333333333333333333;16,60958333333333333333333333333333333333;23,14677771366931741213656774452499811854;0;0;0;183;7,83;23,37164750957854406130268199233716475096;329,411764705882352941176470588235294118;14,80941176470588235294117647058823529412;22,24340641881156657133778201461709564667;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2022;iC28;Rapporto studenti iscritti al primo anno/docenti degli insegnamenti del primo anno (pesato per le ore di docenza);98;4,6;21,30434782608695652173913043478260869565;149,395833333333333333333333333333333333;5,20729166666666666666666666666666666667;28,68973794758951790358071614322864572906;0;0;0;100;2,03;49,26108374384236453201970443349753694581;132,411764705882352941176470588235294118;4,35882352941176470588235294117647058824;30,37786774628879892037786774628879892043;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00a;Avvii di carriera al primo anno* (L  LMCU  LM);50;0;50;164,326530612244897959183673469387755102;0;164,326530612244897959183673469387755102;0;0;0;64;0;64;145,647058823529411764705882352941176471;0;145,647058823529411764705882352941176471;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00b;Immatricolati puri ** (L  LMCU);95;0;95;134,897959183673469387755102040816326531;0;134,897959183673469387755102040816326531;0;0;0;50;0;50;129;0;129;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00d;Iscritti (L  LMCU  LM);344;0;344;369,98;0;369,98;0;0;0;137;0;137;313,111111111111111111111111111111111111;0;313,111111111111111111111111111111111111;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00e;Iscritti Regolari ai fini del CSTD (L  LMCU  LM);243;0;243;298,081632653061224489795918367346938776;0;298,081632653061224489795918367346938776;0;0;0;93;0;93;251,235294117647058823529411764705882353;0;251,235294117647058823529411764705882353;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00f;Iscritti Regolari ai fini del CSTD, immatricolati puri ** al CdS in oggetto (L  LMCU  LM);164;0;164;257,510204081632653061224489795918367347;0;257,510204081632653061224489795918367347;0;0;0;78;0;78;217,647058823529411764705882352941176471;0;217,647058823529411764705882352941176471;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00g;laureati (L  LM  LMCU) entro la durata normale del corso*;18;0;18;42,88235294117647058823529411764705882353;0;42,88235294117647058823529411764705882353;0;0;0;4;0;4;20,52631578947368421052631578947368421053;0;20,52631578947368421052631578947368421053;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC00h;laureati (L  LM  LMCU) ;47;0;47;63,7254901960784313725490196078431372549;0;63,7254901960784313725490196078431372549;0;0;0;13;0;13;40,31578947368421052631578947368421052632;0;40,31578947368421052631578947368421052632;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC01;Percentuale di studenti iscritti entro la durata normale del CdS che abbiano acquisito almeno 40 CFU nell’a.s.;94;243;,3868312757201646090534979423868312757202;135,224489795918367346938775510204081633;298,081632653061224489795918367346938776;,4536491852663289059290702451047514719982;0;0;0;15;93;,1612903225806451612903225806451612903226;85,76470588235294117647058823529411764706;251,235294117647058823529411764705882353;,3413720440177944275345352376492624678061;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC02;Percentuale di laureati (L  LM  LMCU) entro la durata normale del corso*;18;47;,3829787234042553191489361702127659574468;42,88235294117647058823529411764705882353;63,7254901960784313725490196078431372549;,672923076923076923076923076923076923077;0;0;0;4;13;,3076923076923076923076923076923076923077;20,52631578947368421052631578947368421053;40,31578947368421052631578947368421052632;,5091383812010443864229765013054830287207;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC02bis;Percentuale di laureati (L  LM  LMCU) entro un anno oltre la durata normale del corso;31;47;,6595744680851063829787234042553191489362;55;63,7254901960784313725490196078431372549;,8630769230769230769230769230769230769231;0;0;0;7;13;,5384615384615384615384615384615384615385;30,52631578947368421052631578947368421053;40,31578947368421052631578947368421052632;,7571801566579634464751958224543080939948;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC03;Percentuale di iscritti al primo anno (L, LMCU) provenienti da altre Regioni*;2;50;,04;50,08163265306122448979591836734693877551;164,326530612244897959183673469387755102;,3047690014903129657228017883755588673622;0;0;0;2;64;,03125;10,47058823529411764705882352941176470588;145,647058823529411764705882352941176471;,0718901453957996768982229402261712439416;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC05;Rapporto studenti regolari/docenti (professori a tempo indeterminato, ricercatori a tempo indeterminato, ricercatori di tipo a e tipo b)*;243;22;11,04545454545454545454545454545454545455;305,729166666666666666666666666666666667;40,25;7,59575569358178053830227743271221532092;0;0;0;93;28;3,32142857142857142857142857142857142857;261,294117647058823529411764705882352941;32,88235294117647058823529411764705882353;7,94633273703041144901610017889087656529;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC06;Percentuale di Laureati occupati a un anno dal Titolo (L) - Laureati che dichiarano di svolgere un’attività lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);3;37;,0810810810810810810810810810810810810811;7,95918367346938775510204081632653061224;48,14285714285714285714285714285714285714;,1653242899533700720644340822382365409071;0;0;0;1;5;,2;4,35294117647058823529411764705882352941;31,11764705882352941176470588235294117647;,1398865784499054820415879017013232514177;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC06BIS;Percentuale di Laureati occupati a un anno dal Titolo (L) - laureati che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto, o di svolgere attività di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.) ;3;37;,0810810810810810810810810810810810810811;6,95918367346938775510204081632653061224;47,97959183673469387755102040816326530612;,1450446618460229689493832411739685240322;0;0;0;1;5;,2;3,47058823529411764705882352941176470588;31,11764705882352941176470588235294117647;,11153119092627599243856332703213610586;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC06TER; Percentuale di Laureati occupati a un anno dal Titolo (L) – Laureati non impegnati in formazione non retribuita che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto;3;3;1;6,95918367346938775510204081632653061224;10,55102040816326530612244897959183673469;,6595744680851063829787234042553191489359;0;0;0;1;2;,5;3,47058823529411764705882352941176470588;6,11764705882352941176470588235294117647;,567307692307692307692307692307692307692;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC08;Percentuale dei docenti di ruolo che appartengono a settori scientifico-disciplinari (SSD) di base e caratterizzanti per corso di studio (L  LMCU  LM), di cui sono docenti di riferimento;11;11;1;14,52083333333333333333333333333333333333;14,98958333333333333333333333333333333333;,9687282835302293259207783182765809589993;0;0;0;10;10;1;13,38235294117647058823529411764705882353;13,61764705882352941176470588235294117647;,982721382289416846652267818574514038877;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC10;Percentuale di CFU conseguiti allestero dagli studenti regolari sul totale dei CFU conseguiti dagli studenti entro la durata normale del corso*;12;7932;,0015128593040847201210287443267776096823;71,90816326530612244897959183673469387755;10214,8597959183673469387755102040816327;,00703956438971771676449033943406936988733;0;0;0;0;1850;0;26,70588235294117647058823529411764705882;7316,963529411764705882352941176470588235;,003649858612195126265009641575844946288391;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC10bis;Percentuale di CFU conseguiti allestero dagli studenti sul totale dei CFU conseguiti dagli studenti;12;9157,25;,00131043708536951595730159163504327172459;75,97;11400,6746;,006663640763854447700840439740293964709773;0;0;0;0;2306,5;0;29,27777777777777777777777777777777777778;8223,804444444444444444444444444444444444;,003560125727157368636089487644539753431232;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC11;Percentuale di laureati (L  LM  LMCU) entro la durata normale del corso che hanno acquisito almeno 12 CFU all’estero*;0;18;0;2;44,6326530612244897959183673469387755102;,04481024234110653863740283493369913123;0;0;0;1;4;,25;1,35294117647058823529411764705882352941;22,94117647058823529411764705882352941176;,0589743589743589743589743589743589743589;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC12;Percentuale di studenti iscritti al primo anno del corso di laurea (L) e laurea magistrale (LM  LMCU) che hanno conseguito il precedente titolo di studio all’estero*;0;50;0;3,8163265306122448979591836734693877551;164,326530612244897959183673469387755102;,0232240437158469945355191256830601092896;0;0;0;0;64;0;,4705882352941176470588235294117647058824;145,647058823529411764705882352941176471;,003231017770597738287560581583198707592883;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC13;Percentuale di CFU conseguiti al I anno su CFU da conseguire**;24,54736842105263157894736842105263157895;60;,4091228070175438596491228070175438596492;26,18900833698990785432207108380868802106;59,63461538461538461538461538461538461538;,4391578308685827824652524012763791606241;0;0;0;16,64;60;,2773333333333333333333333333333333333333;22,15746466431095406360424028268551236749;59,38888888888888888888888888888888888889;,3730910794738981975162547475101395908464;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC14;Percentuale di studenti che proseguono nel II anno nello stesso corso di studio**;47;95;,4947368421052631578947368421052631578947;67,97959183673469387755102040816326530612;134,897959183673469387755102040816326531;,5039334341906202723146747352496217851725;0;0;0;12;50;,24;53,64705882352941176470588235294117647059;129;,4158686730506155950752393980848153214774;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC15;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 20 CFU al I anno**;37;95;,3894736842105263157894736842105263157895;56,34693877551020408163265306122448979592;134,897959183673469387755102040816326531;,4177004538577912254160363086232980332817;0;0;0;7;50;,14;42;129;,3255813953488372093023255813953488372093;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC15BIS;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 1/3 dei CFU previsti al I anno **;37;95;,3894736842105263157894736842105263157895;56,3673469387755102040816326530612244898;134,897959183673469387755102040816326531;,41785173978819969742813918305597579425;0;0;0;7;50;,14;42,11764705882352941176470588235294117647;129;,3264933880528955768353853169174646602827;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC16;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 40 CFU al I anno**;26;95;,2736842105263157894736842105263157894737;34,77551020408163265306122448979591836735;134,897959183673469387755102040816326531;,2577912254160363086232980332829046898631;0;0;0;4;50;,08;21,76470588235294117647058823529411764706;129;,1687186502507979936160510715914272685819;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC16BIS;Percentuale di studenti che proseguono al II anno nello stesso corso di studio avendo acquisito almeno 2/3 dei CFU previsti al I anno **;26;95;,2736842105263157894736842105263157894737;35,95918367346938775510204081632653061224;134,897959183673469387755102040816326531;,2665658093797276853252647503782148260204;0;0;0;4;50;,08;23,05882352941176470588235294117647058824;129;,1787505699954400364797081623347013223895;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC17;Percentuale di immatricolati (L  LM  LMCU) che si laureano entro un anno oltre la durata normale del corso nello stesso corso di studio**;17;98;,1734693877551020408163265306122448979592;49,04081632653061224489795918367346938776;143,979591836734693877551020408163265306;,3406094968107725017717930545712260807941;0;0;0;9;84;,1071428571428571428571428571428571428571;27,23529411764705882352941176470588235294;114,823529411764705882352941176470588235;,2371926229508196721311475409836065573776;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC18;Percentuale di laureati che si iscriverebbero di nuovo allo stesso corso di studio;28;47;,5957446808510638297872340425531914893617;44,78;62,62;,7151069945704247844139252634940913446183;0;0;0;6;14;,4285714285714285714285714285714285714286;28,66666666666666666666666666666666666667;41;,699186991869918699186991869918699186992;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC19;Ore di docenza erogata da docenti assunti a tempo indeterminato sul totale delle ore di docenza erogata;1486;1833;,8106928532460447354064375340971085651937;1529,666666666666666666666666666666666667;2085,79375;,7333738854412938319844263924305395328119;0;0;0;1584;2111;,7503552818569398389388915206063477025107;1454;1941;,7490984028851107676455435342606903657908;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC19BIS;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo B sul totale delle ore di docenza erogata;1486;1833;,8106928532460447354064375340971085651937;1694,75;2085,79375;,8125204133917843027384658718053978251685;0;0;0;1708;2111;,8090952155376598768356229275225011842729;1590,235294117647058823529411764705882353;1941;,8192866018122859653907931024032487801922;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC19TER;Ore di docenza erogata da docenti assunti a tempo indeterminato e ricercatori a tempo determinato di tipo A e B sul totale delle ore di docenza;1606;1833;,8761593016912165848336061102018548827059;1846,333333333333333333333333333333333333;2085,79375;,885194585194884841002775721872468614566;0;0;0;1760;2111;,8337280909521553765987683562292752250118;1755,941176470588235294117647058823529412;1941;,9046579992120495802648725641725005303514;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC21;Percentuale di studenti che proseguono la carriera nel sistema universitario al II anno**;93;95;,9789473684210526315789473684210526315789;119,795918367346938775510204081632653061;134,897959183673469387755102040816326531;,8880484114977307110438729198184568835056;0;0;0;42;50;,84;113,294117647058823529411764705882352941;129;,8782489740082079343365253077975376196977;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC22;Percentuale di immatricolati (L  LM  LMCU) che si laureano, nel CdS, entro la durata normale del corso** ;17;95;,1789473684210526315789473684210526315789;37,02040816326530612244897959183673469388;135,183673469387755102040816326530612245;,2738526570048309178743961352657004830916;0;0;0;1;90;,0111111111111111111111111111111111111111;19,29411764705882352941176470588235294118;116,117647058823529411764705882352941176;,1661600810536980749746707193515704154009;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC23;Percentuale di immatricolati (L  LM  LMCU) che proseguono la carriera al secondo anno in un differente CdS dellAteneo **;21;95;,2210526315789473684210526315789473684211;24,42857142857142857142857142857142857143;134,897959183673469387755102040816326531;,1810892586989409984871406959152798789707;0;0;0;25;50;,5;29,88235294117647058823529411764705882353;129;,2316461468308253533971728226174190606475;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC24;Percentuale di abbandoni del CdS dopo N+1 anni**;73;98;,7448979591836734693877551020408163265306;79,89795918367346938775510204081632653061;143,979591836734693877551020408163265306;,5549255846917080085046066619418851878105;0;0;0;69;84;,8214285714285714285714285714285714285714;72,94117647058823529411764705882352941176;114,823529411764705882352941176470588235;,6352459016393442622950819672131147540999;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC25;Percentuale di laureandi complessivamente soddisfatti del CdS;42;47;,8936170212765957446808510638297872340426;58,32;62,62;,9313318428617055253912488022995847971894;0;0;0;14;14;1;38,16666666666666666666666666666666666667;41;,930894308943089430894308943089430894309;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC27;Rapporto studenti iscritti/docenti complessivo (pesato per le ore di docenza);344;14,68;23,43324250681198910081743869209809264305;387,416666666666666666666666666666666667;16,96041666666666666666666666666666666667;22,84240265323670310772632354747574008109;0;0;0;137;16,3;8,40490797546012269938650306748466257669;344,588235294117647058823529411764705882;15,67294117647058823529411764705882352941;21,98618826002101786518540759645698844015;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2023;iC28;Rapporto studenti iscritti al primo anno/docenti degli insegnamenti del primo anno (pesato per le ore di docenza);98;3,85;25,45454545454545454545454545454545454545;156,604166666666666666666666666666666667;5,29125;29,59681864713756988739270808725096464295;0;0;0;56;1,57;35,66878980891719745222929936305732484076;147,058823529411764705882352941176470588;4,62176470588235294117647058823529411765;31,81876034109711085656102838233422425855;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00a;Avvii di carriera al primo anno* (L  LMCU  LM);61;0;61;157,82;0;157,82;0;0;0;99;0;99;137,888888888888888888888888888888888889;0;137,888888888888888888888888888888888889;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00b;Immatricolati puri ** (L  LMCU);95;0;95;132,46;0;132,46;0;0;0;44;0;44;122,444444444444444444444444444444444444;0;122,444444444444444444444444444444444444;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00d;Iscritti (L  LMCU  LM);339;0;339;363,588235294117647058823529411764705882;0;363,588235294117647058823529411764705882;0;0;0;126;0;126;298,684210526315789473684210526315789474;0;298,684210526315789473684210526315789474;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00e;Iscritti Regolari ai fini del CSTD (L  LMCU  LM);236;0;236;295,76;0;295,76;0;0;0;86;0;86;241,055555555555555555555555555555555556;0;241,055555555555555555555555555555555556;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00f;Iscritti Regolari ai fini del CSTD, immatricolati puri ** al CdS in oggetto (L  LMCU  LM);172;0;172;254,02;0;254,02;0;0;0;71;0;71;210,444444444444444444444444444444444444;0;210,444444444444444444444444444444444444;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00g;laureati (L  LM  LMCU) entro la durata normale del corso*;15;0;15;40,6;0;40,6;0;0;0;5;0;5;19,77777777777777777777777777777777777778;0;19,77777777777777777777777777777777777778;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC00h;laureati (L  LM  LMCU) ;46;0;46;65,06;0;65,06;0;0;0;20;0;20;41,16666666666666666666666666666666666667;0;41,16666666666666666666666666666666666667;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC02;Percentuale di laureati (L  LM  LMCU) entro la durata normale del corso*;15;46;,326086956521739130434782608695652173913;40,6;65,06;,6240393482938825699354442053489086996619;0;0;0;5;20;,25;19,77777777777777777777777777777777777778;41,16666666666666666666666666666666666667;,4804318488529014844804318488529014844804;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC02bis;Percentuale di laureati (L  LM  LMCU) entro un anno oltre la durata normale del corso;31;46;,673913043478260869565217391304347826087;54,08;65,06;,8312327082692898862588379956962803565939;0;0;0;6;20;,3;29,5;41,16666666666666666666666666666666666667;,7165991902834008097165991902834008097165;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC03;Percentuale di iscritti al primo anno (L, LMCU) provenienti da altre Regioni*;1;61;,0163934426229508196721311475409836065574;42,2;157,82;,2673932327968571790647573184640729945508;0;0;0;5;99;,0505050505050505050505050505050505050505;8;137,888888888888888888888888888888888889;,0580177276390008058017727639000805801772;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC06;Percentuale di Laureati occupati a un anno dal Titolo (L) - Laureati che dichiarano di svolgere un’attività lavorativa o di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.);3;31;,0967741935483870967741935483870967741935;8,56;42,68;,2005623242736644798500468603561387066542;0;0;0;2;12;,1666666666666666666666666666666666666667;3,11111111111111111111111111111111111111;29,83333333333333333333333333333333333333;,1042830540037243947858472998137802607076;
0;02;0720106200200003;Biotecnologie Mediche e Farmaceutiche;L-2;Biotecnologie;072006;BARI;4;SUD E ISOLE;2002;3;2024;iC06BIS;Percentuale di Laureati occupati a un anno dal Titolo (L) - laureati che dichiarano di svolgere un’attività lavorativa e regolamentata da un contratto, o di svolgere attività di formazione retribuita (es. dottorato con borsa, specializzazione in medicina, ecc.) ;3;31;,0967741935483870967741935483870967741935;7,58;42,54;,1781852374236013164080865068171133051246;0;0;0;2;12;,1666666666666666666666666666666666666667;2,55555555555555555555555555555555555556;29,83333333333333333333333333333333333333;,0856610800744878957169459962756052141529;
